,FOLLOWERS,FOLLOWING,NUMBER OF TAGS,USERS IN PHOTO,VIDEO,TUE,WED,THU,FRI,SAT,SUN
434,281606,400,6,0,0,0,1,0,0,0,0
435,281606,400,4,0,0,0,0,1,0,0,0
436,281606,400,3,0,0,0,0,1,0,0,0
437,281606,400,0,0,1,0,0,0,1,0,0
438,281606,400,0,0,0,0,0,0,0,0,0
439,281606,400,0,0,0,0,0,1,0,0,0
440,281606,400,1,5,0,0,0,0,0,0,0
441,281606,400,0,0,1,0,0,1,0,0,0
442,281606,400,0,0,1,0,0,0,0,1,0
443,281606,400,0,0,0,0,0,0,0,1,0
444,281606,400,3,0,0,0,0,0,0,1,0
445,281606,400,0,0,0,1,0,0,0,0,0
446,281606,400,1,3,0,0,1,0,0,0,0
447,267168,314,0,0,0,0,0,0,1,0,0
448,267168,314,0,0,0,0,0,0,0,1,0
449,267168,314,2,0,0,0,0,0,0,1,0
450,267168,314,5,0,1,0,0,0,1,0,0
451,267168,314,0,0,0,0,0,0,0,0,0
452,267168,314,3,0,0,0,0,0,1,0,0
453,267168,314,5,0,0,0,0,0,0,0,1
454,267168,314,5,0,1,0,0,0,0,0,1
455,267168,314,2,0,0,0,0,0,0,0,0
456,267168,314,5,0,0,0,0,1,0,0,0
457,267168,314,1,0,0,0,1,0,0,0,0
458,267168,314,4,0,0,0,0,0,1,0,0
459,259687,250,1,2,0,0,0,1,0,0,0
460,259687,250,1,1,0,0,0,1,0,0,0
461,259687,250,2,1,0,0,0,0,0,1,0
462,259687,250,1,1,0,0,0,0,0,1,0
463,259687,250,1,0,1,0,0,0,0,1,0
464,259687,250,1,1,0,0,0,0,0,1,0
465,259687,250,2,1,0,0,0,0,0,0,1
466,259687,250,1,1,0,0,0,0,0,0,1
467,259687,250,3,2,0,0,0,0,1,0,0
468,259687,250,1,1,0,0,0,0,1,0,0
469,259687,250,3,0,1,0,0,0,0,1,0
470,259687,250,1,1,0,0,0,0,0,1,0
471,259687,250,1,1,0,1,0,0,0,0,0
472,259687,250,1,1,0,1,0,0,0,0,0
473,259687,250,1,1,0,0,0,1,0,0,0
474,259687,250,1,1,0,0,0,1,0,0,0
475,259687,250,2,1,0,0,0,0,1,0,0
476,259687,250,30,1,0,0,0,0,1,0,0
477,259687,250,1,0,1,0,0,0,0,1,0
478,259687,250,1,1,0,0,0,0,0,1,0
479,259687,250,2,0,1,0,0,0,0,1,0
480,259687,250,1,1,0,0,0,0,0,1,0
481,259687,250,30,3,0,0,0,0,0,0,0
482,259687,250,1,2,0,0,0,0,0,0,0
483,256957,46,0,0,0,0,0,1,0,0,0
484,256957,46,0,0,0,0,0,1,0,0,0
485,256957,46,0,0,0,0,0,1,0,0,0
486,256957,46,0,0,0,0,0,0,1,0,0
487,256957,46,1,0,1,0,0,0,1,0,0
488,256957,46,0,0,0,0,0,0,0,1,0
489,256957,46,0,0,0,0,0,0,0,0,1
490,256957,46,1,0,1,0,0,0,0,0,1
491,256957,46,0,0,1,0,0,0,0,0,0
492,256957,46,0,0,0,0,0,0,0,0,0
493,256957,46,0,0,0,1,0,0,0,0,0
494,256957,46,0,0,0,0,1,0,0,0,0
495,256957,46,0,0,0,0,1,0,0,0,0
496,256957,46,0,0,1,0,1,0,0,0,0
497,256957,46,0,0,0,0,0,1,0,0,0
498,256957,46,0,0,0,0,0,1,0,0,0
499,256957,46,0,0,0,0,0,1,0,0,0
500,256957,46,0,0,0,0,0,0,1,0,0
501,256957,46,0,0,1,0,0,0,0,1,0
502,256957,46,0,0,1,0,0,0,0,0,1
503,256957,46,0,0,1,0,0,0,0,0,1
504,256957,46,1,0,0,0,0,0,0,0,1
505,256957,46,0,0,0,0,0,0,0,0,0
506,256957,46,0,0,1,0,0,0,0,0,0
507,256957,46,0,0,0,1,0,0,0,0,0
508,256957,46,0,0,1,1,0,0,0,0,0
509,256957,46,0,0,1,0,1,0,0,0,0
510,256957,46,0,0,0,0,1,0,0,0,0
511,256957,46,0,0,1,0,1,0,0,0,0
512,256957,46,0,0,1,0,0,0,1,0,0
513,256957,46,0,0,1,0,0,0,1,0,0
514,256957,46,0,0,0,0,0,0,1,0,0
515,256957,46,0,0,0,0,0,0,0,1,0
516,256957,46,0,0,0,0,0,0,0,1,0
517,256957,46,0,0,1,0,0,0,0,1,0
518,256957,46,1,0,1,0,0,0,0,1,0
519,256957,46,0,0,1,0,0,0,0,0,1
520,256957,46,0,0,1,0,0,0,0,0,1
521,256957,46,0,0,0,0,0,0,0,0,1
522,256957,46,0,0,0,0,0,0,0,0,0
523,255284,886,1,0,0,0,0,1,0,0,0
524,255284,886,4,0,0,0,0,0,1,0,0
525,255284,886,6,0,0,0,0,0,0,1,0
526,255284,886,7,0,0,0,0,0,0,0,1
527,255284,886,5,0,0,0,0,0,0,0,1
528,255284,886,3,0,0,1,0,0,0,0,0
529,255284,886,0,0,0,0,1,0,0,0,0
530,255284,886,4,0,0,0,1,0,0,0,0
531,255284,886,3,1,0,0,1,0,0,0,0
532,255284,886,3,0,1,0,1,0,0,0,0
533,255284,886,6,0,0,0,1,0,0,0,0
534,255284,886,4,0,0,0,0,1,0,0,0
535,255284,886,2,0,0,0,0,0,1,0,0
536,255284,886,12,0,0,0,0,0,0,0,1
537,255284,886,4,0,0,0,0,0,0,0,1
538,255284,886,2,1,0,1,0,0,0,0,0
539,255284,886,2,0,0,0,1,0,0,0,0
